Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type, Item_MRP ,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size_Cleaned,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDA10,20.35,Low Fat,0.141789197,Snack Foods,121.91,OUT035,2004,Small,Tier 2,Supermarket Type1,1347.5792
FDP23,11.35,Low Fat,0.035414528,Breads,218.22,OUT027,1985,Medium,Tier 3,Supermarket Type3,3701.1822
FDJ41,6.85,Low Fat,0.022864238,Frozen Foods,260.06,OUT013,1987,High,Tier 3,Supermarket Type1,6018.1662
FDL46,20.35,Low Fat,0.054011943,Snack Foods,116.55,OUT013,1987,High,Tier 3,Supermarket Type1,1885.5456
FDX33,9.2,Regular,0.117462619,Snack Foods,158.96,OUT035,2004,Small,Tier 2,Supermarket Type1,2246.4092
NCL29,9.7,Low Fat,0.11411658,Health and Hygiene,158.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,4436.8912
FDE16,12.87,Low Fat,0.046124444,Frozen Foods,206.8,OUT019,1985,Small,Tier 1,Grocery Store,833.5816
FDM57,11.65,Regular,0.075849167,Snack Foods,85.19,OUT046,1997,Small,Tier 1,Supermarket Type1,2181.1608
FDZ36,6.04,Regular,0.065729039,Baking Goods,188.32,OUT013,1987,High,Tier 3,Supermarket Type1,1491.392
NCW42,18.2,Low Fat,0.097865088,Household,221.85,OUT010,1998,Medium,Tier 3,Grocery Store,884.1824
NCI54,13.38,Low Fat,0.058827583,Household,110.49,OUT019,1985,Small,Tier 1,Grocery Store,436.7648
DRK01,7.63,Low Fat,0.061313057,Soft Drinks,93.34,OUT018,2009,Medium,Tier 3,Supermarket Type2,1323.6104
FDX10,6.39,Regular,0.123961415,Snack Foods,33.29,OUT045,2002,Medium,Tier 2,Supermarket Type1,141.1496
FDO46,9.6,Regular,0.014270394,Snack Foods,187.39,OUT018,2009,Medium,Tier 3,Supermarket Type2,2647.2208
FDD16,20.5,Low Fat,0.060847634,Frozen Foods,75.07,OUT010,1998,Medium,Tier 3,Grocery Store,149.1392
FDZ20,13.22,Low Fat,0,Fruits and Vegetables,253.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,11445.102
NCI18,18.35,Low Fat,0.014103354,Household,225.47,OUT017,2007,Medium,Tier 2,Supermarket Type1,1346.2476
DRI25,19.6,Low Fat,0.033901442,Soft Drinks,56.26,OUT046,1997,Small,Tier 1,Supermarket Type1,773.6596
FDY44,14.15,Regular,0.024454052,Fruits and Vegetables,197.21,OUT045,2002,Medium,Tier 2,Supermarket Type1,3731.809
FDW38,13.43,Regular,0,Dairy,55.93,OUT019,1985,Small,Tier 1,Grocery Store,107.8596
FDY33,12.99,Regular,0.096730427,Snack Foods,159.03,OUT027,1985,Medium,Tier 3,Supermarket Type3,5887.6694
DRH51,17.6,Low Fat,0.097198194,Dairy,89.89,OUT035,2004,Small,Tier 2,Supermarket Type1,351.5424
FDT32,19,Regular,0.066005186,Fruits and Vegetables,188.42,OUT017,2007,Medium,Tier 2,Supermarket Type1,2826.321
FDI50,8.42,Regular,0.030890618,Canned,228.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,5954.9152
FDB60,9.3,Low Fat,0.028498354,Baking Goods,195.81,OUT013,1987,High,Tier 3,Supermarket Type1,2332.9632
FDP09,19.75,Low Fat,0.033883448,Snack Foods,213.29,OUT035,2004,Small,Tier 2,Supermarket Type1,4247.804
FDA20,6.78,Low Fat,0.066565644,Fruits and Vegetables,185.32,OUT013,1987,High,Tier 3,Supermarket Type1,3914.904
NCX05,13.14,Low Fat,0.169943195,Health and Hygiene,116.25,OUT019,1985,Small,Tier 1,Grocery Store,115.8492
DRF37,17.25,Low Fat,0,Soft Drinks,263.59,OUT045,2002,Medium,Tier 2,Supermarket Type1,788.973
FDJ26,15.3,Regular,0.084765192,Canned,215.02,OUT046,1997,Small,Tier 1,Supermarket Type1,1923.4962
FDZ25,15.7,Regular,0.027617046,Canned,168.28,OUT046,1997,Small,Tier 1,Supermarket Type1,4074.696
FDZ58,17.85,Low Fat,0.052166995,Snack Foods,121.71,OUT035,2004,Small,Tier 2,Supermarket Type1,2817.6656
FDZ50,13.43,Regular,0,Dairy,184.26,OUT027,1985,Medium,Tier 3,Supermarket Type3,6064.1064
NCG18,15.3,Low Fat,0.038460297,Household,104.03,OUT010,1998,Medium,Tier 3,Grocery Store,205.0664
FDZ56,16.25,Low Fat,0.025789175,Fruits and Vegetables,166.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,2863.6058
FDH50,15,Regular,0.161301097,Canned,185.13,OUT013,1987,High,Tier 3,Supermarket Type1,2213.1192
DRO35,13.85,Low Fat,0.034640466,Hard Drinks,116.15,OUT045,2002,Medium,Tier 2,Supermarket Type1,1274.3412
DRH51,13.43,Low Fat,0,Dairy,89.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,2109.2544
FDS19,13.8,Regular,0.064307102,Fruits and Vegetables,77.3,OUT049,1999,Medium,Tier 1,Supermarket Type1,1593.9252
NCM06,7.48,Low Fat,0.076036381,Household,153.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,2625.9152
FDP52,18.7,Regular,0.071091591,Frozen Foods,228.6,OUT017,2007,Medium,Tier 2,Supermarket Type1,4823.721
FDK02,12.5,Low Fat,0.187841082,Canned,119.24,OUT010,1998,Medium,Tier 3,Grocery Store,119.844
FDG59,15.85,Low Fat,0.043234574,Starchy Foods,38.32,OUT046,1997,Small,Tier 1,Supermarket Type1,540.6296
FDN20,13.22,Low Fat,0.026055106,Fruits and Vegetables,169.55,OUT027,1985,Medium,Tier 3,Supermarket Type3,4211.185
FDO57,20.75,Low Fat,0.109153001,Snack Foods,161.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,4492.8184
NCJ30,5.82,Low Fat,0.08062523,Household,168.38,OUT035,2004,Small,Tier 2,Supermarket Type1,1188.453
FDQ31,5.79,Regular,0.0901292,Fruits and Vegetables,89.89,OUT010,1998,Medium,Tier 3,Grocery Store,175.7712
FDC05,13.1,Regular,0.098938169,Frozen Foods,195.78,OUT049,1999,Medium,Tier 1,Supermarket Type1,4138.6128
FDM08,10.1,Regular,0,Fruits and Vegetables,225.11,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
NCA41,16.75,Low Fat,0.032580547,Health and Hygiene,192.12,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDK15,12.82,Low Fat,0.097937252,Meat,98.9,OUT027,1985,Medium,Tier 3,Supermarket Type3,4960.21
FDX56,17.1,Regular,0,Fruits and Vegetables,208.56,OUT049,1999,Medium,Tier 1,Supermarket Type1,5383.6588
FDT21,7.42,Low Fat,0.020391845,Snack Foods,248.91,OUT046,1997,Small,Tier 1,Supermarket Type1,2241.0828
FDQ46,7.51,Low Fat,0.103813029,Snack Foods,113.75,OUT046,1997,Small,Tier 1,Supermarket Type1,671.1264
FDS01,12.31,Low Fat,0.031069203,Canned,179.67,OUT019,1985,Small,Tier 1,Grocery Store,177.7686
FDW34,12.99,Low Fat,0.062294473,Snack Foods,242.42,OUT019,1985,Small,Tier 1,Grocery Store,486.034
FDX07,19.2,Regular,0.022914478,Fruits and Vegetables,181.2,OUT035,2004,Small,Tier 2,Supermarket Type1,2380.235
FDN13,18.6,Low Fat,0.152058281,Breakfast,99.94,OUT046,1997,Small,Tier 1,Supermarket Type1,201.0716
NCP02,7.11,Low Fat,0.044991294,Household,59.26,OUT018,2009,Medium,Tier 3,Supermarket Type2,651.8182
FDT48,4.92,Low Fat,0.046214971,Baking Goods,199.81,OUT017,2007,Medium,Tier 2,Supermarket Type1,3968.168
FDZ49,11,Regular,0.13312044,Canned,221.58,OUT035,2004,Small,Tier 2,Supermarket Type1,4187.2162
NCJ17,7.68,Low Fat,0.255348289,Health and Hygiene,84.42,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448
FDB17,13.15,Low Fat,0.036879539,Frozen Foods,181.4,OUT017,2007,Medium,Tier 2,Supermarket Type1,3078.6592
FDP48,7.52,Regular,0.044202545,Baking Goods,183,OUT018,2009,Medium,Tier 3,Supermarket Type2,4394.28
FDI53,8.9,Regular,0.137858955,Frozen Foods,162.12,OUT049,1999,Medium,Tier 1,Supermarket Type1,2577.9776
FDW02,4.81,Regular,0.037668051,Dairy,126.77,OUT013,1987,High,Tier 3,Supermarket Type1,2628.5784
FDL20,13.22,Low Fat,0.224837308,Fruits and Vegetables,112.79,OUT019,1985,Small,Tier 1,Grocery Store,222.3772
FDV32,7.79,Low Fat,0.089069748,Fruits and Vegetables,62.75,OUT018,2009,Medium,Tier 3,Supermarket Type2,1707.777
FDG38,8.98,Regular,0.053027398,Canned,86.02,OUT017,2007,Medium,Tier 2,Supermarket Type1,1278.336
NCB31,13.38,Low Fat,0.118099673,Household,262.89,OUT027,1985,Medium,Tier 3,Supermarket Type3,5522.811
FDF52,9.3,Low Fat,0,Frozen Foods,182.93,OUT017,2007,Medium,Tier 2,Supermarket Type1,4013.4424
FDB15,10.9,Low Fat,0.137023446,Dairy,263.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,7646.0472
FDO48,15,Regular,0.026950104,Baking Goods,220.95,OUT018,2009,Medium,Tier 3,Supermarket Type2,1768.3648
NCR53,12.15,Low Fat,0,Health and Hygiene,224.44,OUT018,2009,Medium,Tier 3,Supermarket Type2,5626.01
FDF56,16.7,Regular,0.119362812,Fruits and Vegetables,180.4,OUT013,1987,High,Tier 3,Supermarket Type1,3078.6592
FDL57,15.1,Regular,0.067350054,Snack Foods,257.33,OUT018,2009,Medium,Tier 3,Supermarket Type2,3874.956
NCC31,8.02,Low Fat,0,Household,157.8,OUT013,1987,High,Tier 3,Supermarket Type1,1713.7692
FDE33,19.35,Regular,0.049712775,Fruits and Vegetables,78.26,OUT049,1999,Medium,Tier 1,Supermarket Type1,1492.7236
FDV52,20.7,Regular,0.122208091,Frozen Foods,119.75,OUT017,2007,Medium,Tier 2,Supermarket Type1,4006.7844
FDR46,12.99,Low Fat,0.138742518,Snack Foods,147.48,OUT027,1985,Medium,Tier 3,Supermarket Type3,3368.948
DRE12,4.59,Low Fat,0.070780558,Soft Drinks,114.59,OUT046,1997,Small,Tier 1,Supermarket Type1,1245.046
FDD57,18.1,Low Fat,0.037492325,Fruits and Vegetables,95.51,OUT010,1998,Medium,Tier 3,Grocery Store,95.2094
NCS41,12.85,Low Fat,0.053527105,Health and Hygiene,185.16,OUT049,1999,Medium,Tier 1,Supermarket Type1,2388.8904
NCY41,16.75,Low Fat,0.076164013,Health and Hygiene,34.05,OUT017,2007,Medium,Tier 2,Supermarket Type1,575.2512
FDV22,14.85,Regular,0.009995002,Snack Foods,154.46,OUT017,2007,Medium,Tier 2,Supermarket Type1,3755.112
FDF12,8.24,Low Fat,0.08259502,Baking Goods,149.11,OUT045,2002,Medium,Tier 2,Supermarket Type1,1182.4608
FDM13,6.43,Low Fat,0.063122753,Breakfast,131.36,OUT013,1987,High,Tier 3,Supermarket Type1,262.3252
FDQ56,6.59,Low Fat,0.105597316,Fruits and Vegetables,83.49,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
FDW55,13.22,Regular,0.021863506,Fruits and Vegetables,247.01,OUT027,1985,Medium,Tier 3,Supermarket Type3,5478.2024
NCT29,13.14,Low Fat,0.063800266,Health and Hygiene,123.04,OUT027,1985,Medium,Tier 3,Supermarket Type3,4629.9732
NCX42,6.36,Low Fat,0.006012413,Household,163.05,OUT017,2007,Medium,Tier 2,Supermarket Type1,1644.526
FDR24,17.35,Regular,0.063207198,Baking Goods,89.38,OUT017,2007,Medium,Tier 2,Supermarket Type1,1258.362
NCS42,8.6,Low Fat,0.069809115,Household,90.51,OUT017,2007,Medium,Tier 2,Supermarket Type1,729.7168
FDL40,17.7,Low Fat,0.011660463,Frozen Foods,96.54,OUT018,2009,Medium,Tier 3,Supermarket Type2,2220.443
FDD47,7.6,Regular,0.142410775,Starchy Foods,171.94,OUT046,1997,Small,Tier 1,Supermarket Type1,3749.7856
DRE03,19.6,Low Fat,0.024226902,Dairy,48.77,OUT046,1997,Small,Tier 1,Supermarket Type1,236.359
NCM18,13.38,Low Fat,0.082440705,Household,61.32,OUT027,1985,Medium,Tier 3,Supermarket Type3,2043.3402
FDF52,9.3,Low Fat,0.066918731,Frozen Foods,184.23,OUT045,2002,Medium,Tier 2,Supermarket Type1,1641.8628
NCG43,20.2,Low Fat,0.074390007,Household,91.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,1943.4702
FDE20,11.35,Regular,0.005530516,Fruits and Vegetables,171.18,OUT046,1997,Small,Tier 1,Supermarket Type1,4923.591
FDI33,16.5,Low Fat,0.028579565,Snack Foods,90.31,OUT017,2007,Medium,Tier 2,Supermarket Type1,2554.0088
NCT06,17.1,Low Fat,0.038705317,Household,165.08,OUT013,1987,High,Tier 3,Supermarket Type1,2320.9788
FDY24,4.88,Regular,0,Baking Goods,53.13,OUT035,2004,Small,Tier 2,Supermarket Type1,808.947
FDZ33,10.2,Low Fat,0.108004532,Snack Foods,148.71,OUT017,2007,Medium,Tier 2,Supermarket Type1,1330.2684
FDJ55,12.8,Regular,0.023626808,Meat,223.24,OUT018,2009,Medium,Tier 3,Supermarket Type2,2475.4444
FDE45,13.22,Low Fat,0.070660449,Fruits and Vegetables,180.4,OUT019,1985,Small,Tier 1,Grocery Store,716.4008
FDD44,8.05,Regular,0.078719835,Fruits and Vegetables,258.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,3091.9752
FDD10,20.6,Regular,0.046208155,Snack Foods,178.03,OUT018,2009,Medium,Tier 3,Supermarket Type2,1605.9096
FDA39,6.32,Low Fat,0.012769753,Meat,39.98,OUT018,2009,Medium,Tier 3,Supermarket Type2,78.5644
FDB36,5.47,Regular,0.048486801,Baking Goods,131.26,OUT013,1987,High,Tier 3,Supermarket Type1,3410.2276
FDK52,18.25,Low Fat,0.132596101,Frozen Foods,226.21,OUT010,1998,Medium,Tier 3,Grocery Store,677.1186
FDJ36,14.5,Regular,0.128459481,Baking Goods,102.03,OUT049,1999,Medium,Tier 1,Supermarket Type1,2050.664
NCB55,15.7,Low Fat,0.161317495,Household,57.56,OUT018,2009,Medium,Tier 3,Supermarket Type2,829.5868
NCK18,9.6,Low Fat,0.011211251,Household,166.92,OUT010,1998,Medium,Tier 3,Grocery Store,660.4736
FDX27,20.7,Regular,0.114294512,Dairy,94.94,OUT049,1999,Medium,Tier 1,Supermarket Type1,1229.0668
FDB08,6.06,Low Fat,0.031103357,Fruits and Vegetables,159.96,OUT046,1997,Small,Tier 1,Supermarket Type1,2727.7826
FDX43,5.66,Low Fat,0.085274988,Fruits and Vegetables,165.05,OUT046,1997,Small,Tier 1,Supermarket Type1,2330.3
FDA20,6.78,Low Fat,0.066892471,Fruits and Vegetables,186.42,OUT018,2009,Medium,Tier 3,Supermarket Type2,1304.968
FDC04,13.43,Low Fat,0.078764059,Dairy,241.39,OUT019,1985,Small,Tier 1,Grocery Store,483.3708
FDG17,6.87,Regular,0.036042939,Frozen Foods,244.45,OUT017,2007,Medium,Tier 2,Supermarket Type1,4153.9262
FDU58,6.61,Regular,0.04855968,Snack Foods,188.49,OUT010,1998,Medium,Tier 3,Grocery Store,187.0898
FDP24,12.28,Low Fat,0.082602127,Baking Goods,120.98,OUT027,1985,Medium,Tier 3,Supermarket Type3,3877.6192
NCT29,12.6,Low Fat,0.064240743,Health and Hygiene,121.94,OUT045,2002,Medium,Tier 2,Supermarket Type1,1462.0968
FDB08,6.06,Low Fat,0.031230059,Fruits and Vegetables,160.36,OUT018,2009,Medium,Tier 3,Supermarket Type2,1765.0358
NCB43,20.2,Low Fat,0.100114941,Household,188.39,OUT045,2002,Medium,Tier 2,Supermarket Type1,3554.7062
FDL09,12.99,Regular,0.22417463,Snack Foods,168.88,OUT019,1985,Small,Tier 1,Grocery Store,167.7816
DRK49,14.15,Low Fat,0.035943717,Soft Drinks,40.51,OUT046,1997,Small,Tier 1,Supermarket Type1,446.7518
FDR37,16.5,Regular,0.06619442,Breakfast,184.43,OUT013,1987,High,Tier 3,Supermarket Type1,3101.2964
FDG56,13.3,Regular,0.071439051,Fruits and Vegetables,61.05,OUT035,2004,Small,Tier 2,Supermarket Type1,1898.8616
FDE34,9.2,Low Fat,0.108059141,Snack Foods,181.76,OUT049,1999,Medium,Tier 1,Supermarket Type1,6179.9556
FDE16,12.87,Low Fat,0.026216144,Frozen Foods,207.6,OUT027,1985,Medium,Tier 3,Supermarket Type3,6668.6528
FDT58,9,Low Fat,0.085938463,Snack Foods,168.68,OUT035,2004,Small,Tier 2,Supermarket Type1,1342.2528
FDR03,15.7,Regular,0.008734284,Meat,207.9,OUT035,2004,Small,Tier 2,Supermarket Type1,3095.97
NCL30,18.1,Low Fat,0.049016517,Household,128.73,OUT049,1999,Medium,Tier 1,Supermarket Type1,2173.1712
FDT22,12.99,Low Fat,0.111554381,Snack Foods,59.82,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDP45,15.7,Regular,0.030672457,Snack Foods,253.17,OUT049,1999,Medium,Tier 1,Supermarket Type1,5285.1204
FDS15,9.2,Regular,0.077995641,Meat,107.16,OUT013,1987,High,Tier 3,Supermarket Type1,2804.3496
FDF16,12.87,Low Fat,0.085715273,Frozen Foods,146.61,OUT027,1985,Medium,Tier 3,Supermarket Type3,1773.6912
FDL13,13.85,Regular,0.056432784,Breakfast,234.93,OUT045,2002,Medium,Tier 2,Supermarket Type1,4660.6
NCV30,20.2,Low Fat,0.066200667,Household,61.45,OUT018,2009,Medium,Tier 3,Supermarket Type2,126.502
FDG33,12.55,Regular,0.245542627,Seafood,172.28,OUT019,1985,Small,Tier 1,Grocery Store,171.7764
FDO10,13.65,Regular,0.0127517,Snack Foods,55.56,OUT046,1997,Small,Tier 1,Supermarket Type1,1603.2464
FDQ03,15,Regular,0.077949334,Meat,238.72,OUT013,1987,High,Tier 3,Supermarket Type1,2133.2232
NCC55,10.7,Low Fat,0.064022881,Household,36.08,OUT018,2009,Medium,Tier 3,Supermarket Type2,372.848
FDD52,13.43,Regular,0.182407266,Dairy,109.16,OUT027,1985,Medium,Tier 3,Supermarket Type3,1867.569
FDI16,14,Regular,0.136328794,Frozen Foods,54.86,OUT018,2009,Medium,Tier 3,Supermarket Type2,319.584
FDB44,6.66,Low Fat,0.016958832,Fruits and Vegetables,210.06,OUT046,1997,Small,Tier 1,Supermarket Type1,4221.172
FDA25,16.5,Regular,0.068125756,Canned,101.2,OUT046,1997,Small,Tier 1,Supermarket Type1,1031.99
FDV33,9.6,Regular,0.02734361,Snack Foods,257.83,OUT046,1997,Small,Tier 1,Supermarket Type1,1808.3128
FDX47,6.55,Regular,0.034658144,Breads,155.83,OUT049,1999,Medium,Tier 1,Supermarket Type1,1099.9016
FDO50,16.25,Low Fat,0,Canned,89.88,OUT017,2007,Medium,Tier 2,Supermarket Type1,1102.5648
FDV57,15.25,Regular,0.065841719,Snack Foods,179.87,OUT013,1987,High,Tier 3,Supermarket Type1,2696.49
FDB02,9.7,Regular,0.029158763,Canned,174.54,OUT035,2004,Small,Tier 2,Supermarket Type1,1235.059
FDD16,12.87,Low Fat,0.063649582,Frozen Foods,74.77,OUT019,1985,Small,Tier 1,Grocery Store,74.5696
FDX02,16,Low Fat,0.05706009,Dairy,225.04,OUT046,1997,Small,Tier 1,Supermarket Type1,4950.8888
FDP11,15.85,Low Fat,0.11566015,Breads,218.32,OUT010,1998,Medium,Tier 3,Grocery Store,435.4332
FDH32,13.22,Low Fat,0.075691713,Fruits and Vegetables,98.24,OUT027,1985,Medium,Tier 3,Supermarket Type3,2220.443
NCL18,18.85,Low Fat,0.167844438,Household,193.91,OUT049,1999,Medium,Tier 1,Supermarket Type1,3110.6176
FDT12,6.22,Regular,0.049722335,Baking Goods,224.51,OUT045,2002,Medium,Tier 2,Supermarket Type1,4514.124
FDD50,12.31,Low Fat,0.14095631,Canned,167.71,OUT027,1985,Medium,Tier 3,Supermarket Type3,3889.6036
NCU05,11.8,Low Fat,0.058827557,Health and Hygiene,80.86,OUT049,1999,Medium,Tier 1,Supermarket Type1,1288.9888
FDI56,7.33,Low Fat,0.093765794,Fruits and Vegetables,90.31,OUT018,2009,Medium,Tier 3,Supermarket Type2,1733.0774
DRL11,10.5,Low Fat,0.048092816,Hard Drinks,159.29,OUT049,1999,Medium,Tier 1,Supermarket Type1,1893.5352
FDQ08,15.7,Regular,0.018968743,Fruits and Vegetables,61.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,1225.072
FDW20,13.22,Low Fat,0.024032484,Fruits and Vegetables,124.97,OUT027,1985,Medium,Tier 3,Supermarket Type3,2463.46
FDW46,13,Regular,0.070444232,Snack Foods,63.45,OUT045,2002,Medium,Tier 2,Supermarket Type1,1043.9744
FDO09,13.5,Regular,0.125469442,Snack Foods,264.49,OUT049,1999,Medium,Tier 1,Supermarket Type1,6574.775
DRJ49,6.87,Low Fat,0.01405025,Soft Drinks,128.97,OUT018,2009,Medium,Tier 3,Supermarket Type2,1679.1476
FDP26,7.79,Low Fat,0.139436695,Dairy,103.03,OUT013,1987,High,Tier 3,Supermarket Type1,2404.2038
FDO19,17.7,Regular,0.016593506,Fruits and Vegetables,46.9,OUT035,2004,Small,Tier 2,Supermarket Type1,972.068
NCG43,20.2,Low Fat,0.124261614,Household,93.65,OUT010,1998,Medium,Tier 3,Grocery Store,277.6386
FDG02,7.86,Low Fat,0.011261165,Canned,189.52,OUT046,1997,Small,Tier 1,Supermarket Type1,1904.188
FDO32,6.36,Low Fat,0.120520818,Fruits and Vegetables,45.91,OUT035,2004,Small,Tier 2,Supermarket Type1,419.454
FDR34,17,Regular,0.015965308,Snack Foods,229.44,OUT046,1997,Small,Tier 1,Supermarket Type1,4809.7392
FDU59,5.78,Low Fat,0.096386227,Breads,163.56,OUT046,1997,Small,Tier 1,Supermarket Type1,1787.0072
FDN31,11.5,Low Fat,0.073029341,Fruits and Vegetables,187.95,OUT045,2002,Medium,Tier 2,Supermarket Type1,2656.542
FDT55,13.22,Regular,0.043443753,Fruits and Vegetables,158.19,OUT027,1985,Medium,Tier 3,Supermarket Type3,6942.9624
FDE08,18.2,Low Fat,0.049520593,Fruits and Vegetables,147.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,2375.5744
FDK52,18.25,Low Fat,0.079152918,Frozen Foods,223.81,OUT013,1987,High,Tier 3,Supermarket Type1,4288.4178
FDW11,12.6,Low Fat,0.048741487,Breads,60.42,OUT013,1987,High,Tier 3,Supermarket Type1,990.7104
FDC03,8.58,Regular,0.071958197,Dairy,195.38,OUT049,1999,Medium,Tier 1,Supermarket Type1,3511.4292
FDR43,18.2,Low Fat,0.162147349,Fruits and Vegetables,37.72,OUT018,2009,Medium,Tier 3,Supermarket Type2,549.285
FDL14,8.12,Regular,0.05382735,Canned,155.3,OUT010,1998,Medium,Tier 3,Grocery Store,311.5944
FDP39,12.65,Low Fat,0.069565759,Meat,52.43,OUT045,2002,Medium,Tier 2,Supermarket Type1,571.2564
FDG29,12.87,Low Fat,0.056019324,Frozen Foods,40.05,OUT027,1985,Medium,Tier 3,Supermarket Type3,419.454
DRH15,8.78,Low Fat,0.109911272,Dairy,41.94,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998
FDT11,5.94,Regular,0.029366813,Breads,187.76,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDU48,18.85,Low Fat,0.055347985,Baking Goods,131.53,OUT035,2004,Small,Tier 2,Supermarket Type1,1581.9408
FDY12,9.8,Regular,0,Baking Goods,49.2,OUT013,1987,High,Tier 3,Supermarket Type1,657.8104
FDS44,12.65,Regular,0.156926608,Fruits and Vegetables,238.35,OUT017,2007,Medium,Tier 2,Supermarket Type1,5528.1374
NCP06,20.7,Low Fat,0.039405676,Household,149.84,OUT018,2009,Medium,Tier 3,Supermarket Type2,2267.049
DRH23,14.65,Low Fat,0.170176516,Hard Drinks,55.26,OUT013,1987,High,Tier 3,Supermarket Type1,718.3982
FDA16,12.87,Low Fat,0.033777629,Frozen Foods,222.85,OUT027,1985,Medium,Tier 3,Supermarket Type3,7073.4592
FDT45,15.85,Low Fat,0.057546914,Snack Foods,55.9,OUT018,2009,Medium,Tier 3,Supermarket Type2,491.3604
FDE56,17.25,Regular,0.160095901,Fruits and Vegetables,61.52,OUT017,2007,Medium,Tier 2,Supermarket Type1,1052.6298
FDA40,16,Regular,0.099832728,Frozen Foods,87.49,OUT017,2007,Medium,Tier 2,Supermarket Type1,263.6568
FDA39,6.32,Low Fat,0.012717946,Meat,40.28,OUT046,1997,Small,Tier 1,Supermarket Type1,628.5152
NCB19,6.53,Low Fat,0.090278634,Household,86.79,OUT035,2004,Small,Tier 2,Supermarket Type1,1975.4286
FDZ34,6.7,Low Fat,0,Starchy Foods,191.88,OUT013,1987,High,Tier 3,Supermarket Type1,3861.64
FDV22,14.85,Regular,0.009958941,Snack Foods,157.96,OUT045,2002,Medium,Tier 2,Supermarket Type1,2816.334
FDO40,17.1,Low Fat,0.032678839,Frozen Foods,150.74,OUT049,1999,Medium,Tier 1,Supermarket Type1,3131.9232
FDD21,10.3,Regular,0,Fruits and Vegetables,115.02,OUT013,1987,High,Tier 3,Supermarket Type1,4122.6336
FDO36,19.7,Low Fat,0.077849003,Baking Goods,179.17,OUT013,1987,High,Tier 3,Supermarket Type1,3056.022
FDV34,10.7,Regular,0.011443222,Snack Foods,73.5,OUT049,1999,Medium,Tier 1,Supermarket Type1,1478.076
NCY18,7.29,Low Fat,0.031214809,Household,177.11,OUT045,2002,Medium,Tier 2,Supermarket Type1,2626.581
NCM54,17.7,Low Fat,0.051146565,Household,127.37,OUT018,2009,Medium,Tier 3,Supermarket Type2,3306.3628
FDB59,18.25,Low Fat,0.015302653,Snack Foods,198.01,OUT049,1999,Medium,Tier 1,Supermarket Type1,793.6336
FDS45,5.18,Regular,0.04937018,Snack Foods,106.76,OUT010,1998,Medium,Tier 3,Grocery Store,211.7244
FDV24,5.64,Low Fat,0,Baking Goods,148.71,OUT049,1999,Medium,Tier 1,Supermarket Type1,1198.44
FDD46,6.04,Low Fat,0.236433601,Snack Foods,155.6,OUT010,1998,Medium,Tier 3,Grocery Store,153.7998
FDQ39,14.8,Low Fat,0.081372267,Meat,191.48,OUT018,2009,Medium,Tier 3,Supermarket Type2,3057.3536
FDD52,18.25,Regular,0.18329488,Dairy,111.66,OUT046,1997,Small,Tier 1,Supermarket Type1,1537.998
FDL39,16.1,Regular,0.06358934,Dairy,179.43,OUT018,2009,Medium,Tier 3,Supermarket Type2,360.8636
FDV02,16.75,Low Fat,0.060792265,Dairy,170.41,OUT018,2009,Medium,Tier 3,Supermarket Type2,513.3318
FDE11,17.7,Regular,0,Starchy Foods,184.39,OUT046,1997,Small,Tier 1,Supermarket Type1,4257.1252
NCU54,8.88,Low Fat,0.098775709,Household,208.93,OUT049,1999,Medium,Tier 1,Supermarket Type1,7130.718
